soil_moisture_pct,rainfall_1h_mm,rainfall_24h_mm,temperature_c,humidity_pct,vibration_events_10min,vibration_events_3h,tilt_deg,tilt_delta_3h,soil_trend_3h,risk_label
44.60878820798395,0.7709556265411639,25.86754191341283,20.124282677154905,71.08669348064188,0.0,1.0,0.5873159790883997,0.1002322759593125,0.24473278627663575,0
89.13215294460245,2.5858163747168854,159.14188312225733,20.728654111664447,75.97170568268335,1.0,18.0,3.100464722050589,0.09314834328232013,0.5189309375553393,1
50.3659590006533,1.542268431525074,31.539503053788643,20.48350305361316,76.77056191048406,0.0,5.0,0.8890519496118696,0.036619474971052335,4.488874275664429,0
94.85481087316185,0.8098157047927469,118.39035225610247,21.545939932630535,73.22046457039713,4.0,37.0,2.672329665470555,0.3935833951646419,-1.4118231414104798,2
36.76130638038849,1.8014969503619054,21.173293552441407,20.863749250724545,77.17816921252064,3.0,5.0,1.803443815692605,0.0065824005151275955,1.2841249987142689,0
41.767958887056125,2.472403473634832,25.312601308178724,20.538888326361825,77.09548560831657,0.0,3.0,1.3642502534121101,0.021550834001231367,4.500593630492844,0
60.31442175412031,1.6624224347595953,40.210524435140876,20.10111103313867,74.75295010138599,0.0,6.0,0.6996159621552416,0.026743991996356797,3.514744416911121,0
78.67277944118766,1.158621991678916,68.86863179482543,20.02517323220801,74.14430362281205,4.0,17.0,2.5035948149348988,0.15672399407259885,-1.443766049593961,1
43.087227943058984,1.286752445476433,30.752551201662115,20.310522018184898,75.8264754711017,0.0,3.0,1.4543401547284849,0.09865811092287546,1.4810228028343602,0
43.442098730258486,1.0112079241671352,22.552215320915764,19.553278445106844,72.21153516943622,1.0,3.0,1.6193043034138932,0.04855705333441307,2.3601378523570276,0
94.23173076096688,0.8921282691836232,132.00229426089942,19.863880758777064,73.45865239225905,8.0,44.0,2.5633935344746206,0.3078281472251061,-2.2721764450162,2
55.594440452190696,1.650134672777552,38.88115589828949,20.23451631171703,74.09811895764399,0.0,0.0,0.9941145999632652,0.0060425877372652925,3.6129074635098775,0
60.055440306378344,1.281174929925827,44.13617058637314,20.088164369675873,74.71783570304746,1.0,2.0,1.6640497039332969,0.05841719541527968,4.236035043134379,1
92.90738019521451,2.589969182825017,224.60071751853934,19.92275270804645,76.31411958670598,5.0,30.0,2.392868236697671,0.21312756692420765,4.031576767878008,2
94.93699337595743,0.20123630754160615,93.03594646839215,20.105454238195303,74.49229585380436,7.0,47.0,1.8253151295563739,0.15603946635364596,-5.063006624042572,2
51.654178461590696,1.0356853871901204,37.16156478211612,20.179676733837162,74.35731996523292,0.0,1.0,1.474188460842261,0.09924826586814262,1.2725549093144792,0
60.83348942850734,2.3842287326177427,40.282842138534306,19.940925955819296,70.75264847994177,0.0,0.0,1.3601963618728785,0.0909447823958982,2.368661519128054,0
62.30322451626067,1.8507255197719537,45.0964705129081,20.536780178466095,73.81745690730365,0.0,2.0,1.6396278853295068,0.07282478075362153,4.295540659972694,0
45.388905833162454,1.5606924291008148,31.662888139871086,20.877702402704855,73.45272476546117,0.0,5.0,1.3578810780010773,0.05299404765537008,1.4922457298437024,0
92.93377507099574,0.18727897563964752,213.276265514564,20.956828795979078,71.44148833929593,4.0,32.0,2.63156228913385,0.29991651796096575,-6.1163856681949795,2
54.40471362180958,0.49449455665671893,33.88855242913648,20.92946658007224,71.03515170106913,0.0,5.0,0.49530939537974233,0.06299571077616606,0.9283001995502929,0
41.457203426890004,0.6982305742176177,26.82730358754003,21.299889022832367,71.13372393080252,0.0,3.0,1.0269239784673878,0.10534078561739424,-0.8539500508978861,0
